"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","조건부허가시작일","조건부허가종료일","내외국인구분","국적"
"3200000","103","1994","07948","단란주점","19940115","7080써니","서울특별시 관악구 은천로 113 (봉천동)","서울특별시 관악구 봉천동  464번지 2호  ","147.40","  02888 8050  ","20151214","","19940302","성현동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","11.75","0.00","12.54","24.56","0.00","8.68","3.84","94.71","0.00","0.00","","","3200000-103-1994-07948","","","내국인","대한민국"
"3200000","103","1994","08018","단란주점","19941124","우정","서울특별시 관악구 은천로 18 (봉천동)","서울특별시 관악구 봉천동  956번지 5호  ","61.28","  02 8881356  ","20041102","","19960321","은천동","20200706","행정처분","사업자등록 폐업으로 인한 직권말소","단란주점","0","0","0","0","0","20050223","비대상","상수도전용","","0","0","","","","","","","6.15","55.13","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","","","3200000-103-1994-08018","","","내국인",""
"3200000","103","1995","08040","단란주점","19950309","나이스","서울특별시 관악구 남부순환로 1751 (봉천동)","서울특별시 관악구 봉천동  923번지 2호  ","83.50","  02 8855437  ","20050722","","19960329","은천동","","","","단란주점","0","0","1","1","0","20050817","비대상","상수도전용","지하","0","0","","","","","","","6.26","11.99","0.00","2.96","1.84","0.00","0.00","60.45","0.00","0.00","","","3200000-103-1995-08040","","","내국인",""
"3200000","103","1995","08041","단란주점","19950309","프린스","서울특별시 관악구 봉천로 372 (봉천동)","서울특별시 관악구 봉천동  931번지 11호  ","58.50","010*******","20191205","","20010220","은천동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","2.60","0.00","0.00","0.00","0.00","4.00","0.00","55.90","0.00","0.00","","","3200000-103-1995-08041","","","내국인","대한민국"
"3200000","103","1995","08041","단란주점","19950309","프린스","서울특별시 관악구 봉천로 372 (봉천동)","서울특별시 관악구 봉천동  931번지 11호  ","58.50","010*******","20190110","","20010220","은천동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","2.60","0.00","0.00","0.00","0.00","4.00","0.00","55.90","0.00","0.00","","","3200000-103-1995-08041","","","내국인","대한민국"
"3200000","103","1995","08041","단란주점","19950309","프린스","서울특별시 관악구 봉천로 372 (봉천동)","서울특별시 관악구 봉천동  931번지 11호  ","58.50","010*******","20140411","","20010220","은천동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","2.60","0.00","0.00","0.00","0.00","4.00","0.00","55.90","0.00","0.00","","","3200000-103-1995-08041","","","내국인","대한민국"
"3200000","103","1995","08096","단란주점","19951209","푸마네","서울특별시 관악구 남부순환로 1749 지하1층 (봉천동)","서울특별시 관악구 봉천동  923번지 3호  ","66.27","  02 8850143  ","19960108","","19960108","은천동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","7.50","8.73","0.00","0.72","1.12","","6.67","41.53","0.00","0.00","","","3200000-103-1995-08096","","","내국인",""
"3200000","103","1997","08192","단란주점","19971031","꼬망","서울특별시 관악구 봉천로 334 (봉천동)","서울특별시 관악구 봉천동  958번지 1호  ","88.16","  02 8722505  ","20140814","","19971031","은천동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","6.25","19.94","0.00","25.95","0.00","5.00","0.00","36.02","0.00","0.00","","","3200000-103-1997-08192","","","내국인","대한민국"
"3200000","103","1999","08193","단란주점","19990204","씽씽노래바","서울특별시 관악구 남부순환로246길 5 (봉천동지하1층)","서울특별시 관악구 봉천동  1657번지 7호  지하1층","100.27","  02 8848482  ","20181001","","19991006","인헌동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.27","24.64","0.00","16.83","0.00","2.00","0.00","52.53","0.00","0.00","","","3200000-103-1999-08193","","","내국인","대한민국"
"3200000","103","1999","08193","단란주점","19990204","씽씽노래바","서울특별시 관악구 남부순환로246길 5 (봉천동지하1층)","서울특별시 관악구 봉천동  1657번지 7호  지하1층","100.27","  02 8848482  ","20170405","","19991006","인헌동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.27","24.64","0.00","16.83","0.00","2.00","0.00","52.53","0.00","0.00","","","3200000-103-1999-08193","","","내국인","대한민국"
"3200000","103","1999","08193","단란주점","19990204","엔젤노래짱","서울특별시 관악구 남부순환로246길 5 (봉천동지하1층)","서울특별시 관악구 봉천동  1657번지 7호  지하1층","100.27","  02 8848482  ","20181001","","19991006","인헌동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.27","24.64","0.00","16.83","0.00","2.00","0.00","52.53","0.00","0.00","","","3200000-103-1999-08193","","","내국인","대한민국"
"3200000","103","1999","08193","단란주점","19990204","엔젤노래짱","서울특별시 관악구 남부순환로246길 5 (봉천동지하1층)","서울특별시 관악구 봉천동  1657번지 7호  지하1층","100.27","  02 8848482  ","20170405","","19991006","인헌동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.27","24.64","0.00","16.83","0.00","2.00","0.00","52.53","0.00","0.00","","","3200000-103-1999-08193","","","내국인","대한민국"
"3200000","103","2001","08068","단란주점","20010104","뮤즈노래바","서울특별시 관악구 봉천로 596 지하1층 전체호 (봉천동)","서울특별시 관악구 봉천동  1632번지 3호  ","90.53","","20190618","","20010104","인헌동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","4.50","30.10","0.00","2.71","2.25","","2.50","48.47","0.00","0.00","","","3200000-103-2001-08068","","","내국인","대한민국"
"3200000","103","2001","08068","단란주점","20010104","뮤즈노래바","서울특별시 관악구 봉천로 596 지하1층 전체호 (봉천동)","서울특별시 관악구 봉천동  1632번지 3호  ","90.53","","20170614","","20010104","인헌동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","4.50","30.10","0.00","2.71","2.25","","2.50","48.47","0.00","0.00","","","3200000-103-2001-08068","","","내국인","대한민국"
"3200000","103","1994","08027","단란주점","19941230","미소단란주점","서울특별시 관악구 봉천로 465 (봉천동)","서울특별시 관악구 봉천동  871번지 65호  ","83.11","  02 8882608  ","20190318","","19970401","중앙동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","6.70","28.44","0.00","11.83","0.96","","3.50","31.68","0.00","0.00","","","3200000-103-1994-08027","","","내국인","대한민국"
"3200000","103","1994","08027","단란주점","19941230","미소단란주점","서울특별시 관악구 봉천로 465 (봉천동)","서울특별시 관악구 봉천동  871번지 65호  ","83.11","  02 8882608  ","20061031","","19970401","중앙동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","6.70","28.44","0.00","11.83","0.96","","3.50","31.68","0.00","0.00","","","3200000-103-1994-08027","","","내국인",""
"3200000","103","1995","08061","단란주점","19950622","와와","서울특별시 관악구 중앙길 14 (봉천동)","서울특별시 관악구 봉천동  47번지 24호  ","97.34","  02 8710349  ","20040414","","19980114","중앙동","20200706","행정처분","사업자등록 폐업으로 인한 직권말소","단란주점","0","0","1","1","0","20040714","비대상","상수도전용","지하","0","0","","","","","","","7.80","0.00","0.00","6.08","0.00","8.00","3.51","79.95","0.00","0.00","","","3200000-103-1995-08061","","","내국인",""
"3200000","103","1999","07973","단란주점","19990310","옛친구4050라이브","서울특별시 관악구 봉천로 457-1 (봉천동지하1층)","서울특별시 관악구 봉천동  871번지 74호  지하1층","77.57","  02 8774117  ","20180822","","19961008","중앙동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.20","10.88","0.00","15.37","0.00","3.50","0.00","45.12","0.00","0.00","","","3200000-103-1999-07973","","","내국인","대한민국"
"3200000","103","1999","07973","단란주점","19990310","옛친구4050라이브","서울특별시 관악구 봉천로 457-1 (봉천동지하1층)","서울특별시 관악구 봉천동  871번지 74호  지하1층","77.57","  02 8774117  ","20160520","","19961008","중앙동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","6.20","10.88","0.00","15.37","0.00","3.50","0.00","45.12","0.00","0.00","","","3200000-103-1999-07973","","","내국인","대한민국"
"3200000","103","1993","07878","단란주점","19930927","대인","서울특별시 관악구 남부순환로 1892 (봉천동)","서울특별시 관악구 봉천동  1662번지 35호  ","81.72","  02 8847862  ","20100604","","19940302","낙성대동","20180503","행정처분","행정처분","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","7.65","0.00","0.00","1.80","0.00","3.00","2.70","69.57","0.00","0.00","","","3200000-103-1993-07878","","","내국인","대한민국"
"3200000","103","1993","07883","단란주점","19931005","남원고을","서울특별시 관악구 남부순환로 1872 (봉천동)","서울특별시 관악구 봉천동  1663번지 1호  ","125.60","  0208780877  ","19971111","","19971111","낙성대동","20200622","행정처분","사업등록폐업으로 인한 직권말소","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","12.73","22.73","0.00","16.34","0.00","8.00","0.00","73.80","0.00","0.00","","","3200000-103-1993-07883","","","내국인",""
"3200000","103","1993","07910","단란주점","19931119","차차차","서울특별시 관악구 남부순환로 1868 (봉천동)","서울특별시 관악구 봉천동  1664번지 17호  ","123.85","  02 8742522  ","20090515","","19980424","낙성대동","","","","단란주점","0","0","1","1","0","20090709","비대상","상수도전용","","0","0","","","","","","","7.66","0.00","0.00","11.04","7.80","0.00","0.00","97.35","0.00","0.00","","","3200000-103-1993-07910","","","내국인","대한민국"
"3200000","103","1996","08109","단란주점","19960208","7080가요무대","서울특별시 관악구 남부순환로 1844 (봉천동)","서울특별시 관악구 봉천동  1601번지 7호  ","","  02 8841149  ","20101109","","19990402","낙성대동","","","","단란주점","0","0","1","1","0","20101209","비대상","상수도전용","지하","1","1","","","","","","","8.07","","","8.92","","15.00","","131.51","","","","","3200000-103-1996-08109","","","내국인","대한민국"
"3200000","103","2001","07879","단란주점","20010829","세시봉7080","서울특별시 관악구 관악로16길 26 (봉천동)","서울특별시 관악구 봉천동  1602번지 1호  ","77.82","  02 8771939  ","20110930","","20010829","낙성대동","","","","단란주점","2","2","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","8.58","21.17","0.00","5.88","0.00","6.00","0.00","42.19","0.00","0.00","","","3200000-103-2001-07879","","","내국인","대한민국"
"3200000","103","2001","07946","단란주점","20010302","바이킹","서울특별시 관악구 봉천로 522 (봉천동)","서울특별시 관악구 봉천동  1612번지 3호  ","74.72","02  875 3330  ","20180919","","20010302","낙성대동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","12.25","21.87","0.00","3.85","0.00","4.00","0.00","36.75","0.00","0.00","","","3200000-103-2001-07946","","","내국인","대한민국"
"3200000","103","2001","07946","단란주점","20010302","바이킹","서울특별시 관악구 봉천로 522 (봉천동)","서울특별시 관악구 봉천동  1612번지 3호  ","74.72","02  875 3330  ","20190124","","20010302","낙성대동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","12.25","21.87","0.00","3.85","0.00","4.00","0.00","36.75","0.00","0.00","","","3200000-103-2001-07946","","","내국인","대한민국"
"3200000","103","2001","07946","단란주점","20010302","바이킹","서울특별시 관악구 봉천로 522 (봉천동)","서울특별시 관악구 봉천동  1612번지 3호  ","74.72","02  875 3330  ","20171205","","20010302","낙성대동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","12.25","21.87","0.00","3.85","0.00","4.00","0.00","36.75","0.00","0.00","","","3200000-103-2001-07946","","","내국인","대한민국"
"3200000","103","2001","08207","단란주점","20010605","퀸호프노래노래","서울특별시 관악구 남부순환로 1832 (봉천동)","서울특별시 관악구 봉천동  853번지 4호  ","127.11","  02 8865493  ","20120206","","20010627","낙성대동","20150408","자진폐업","계약만료","단란주점","0","0","1","1","0","","비대상","","지하","0","0","","","","","","","12.38","29.75","0.00","15.69","4.95","","0.00","64.34","0.00","0.00","","","3200000-103-2001-08207","","","내국인","대한민국"
"3200000","103","2008","00001","단란주점","20080129","몽마르다노래바","서울특별시 관악구 관악로14길 8 (봉천동)","서울특별시 관악구 봉천동  855번지 3호  ","","010*******","20141120","","20080129","낙성대동","20151118","자진폐업","영업부진","단란주점","","","1","1","5","","비대상","상수도전용","지하","0","1","","","","","","","5.36","17.68","","1.56","3.72","","","38.07","","","","","3200000-103-2008-00001","","","내국인","대한민국"
"3200000","103","2010","00001","단란주점","20100802","IP","서울특별시 관악구 관악로 158 (봉천동)","서울특별시 관악구 봉천동  856번지 6호  ","","02  883 5254  ","20120905","","20100802","낙성대동","20200501","자진폐업","","단란주점","","","","","","","비대상","","지상","","","","","","","","","7.40","23.15","","","","16.79","","40.95","","","","","3200000-103-2010-00001","","","내국인","대한민국"
"3200000","103","2012","00004","단란주점","20120911","삘단란주점","서울특별시 관악구 관악로14길 10 지하1층 (봉천동)","서울특별시 관악구 봉천동  855번지 2호  지하1층","","001035127566  ","20120911","","20120911","낙성대동","20140609","자진폐업","사업부진","단란주점","","","1","1","8","","비대상","상수도전용","지하","","","","","","","","","9.45","24.50","","2.00","6.28","","","36.09","","","","","3200000-103-2012-00004","","","내국인","대한민국"
"3200000","103","2014","00003","단란주점","20140818","채널노래","서울특별시 관악구 관악로 156 지하1층 (봉천동)","서울특별시 관악구 봉천동  855번지 11호  ","","010*******","20140818","","20140818","낙성대동","20200615","자진폐업","","단란주점","","","1","1","4","","비대상","상수도전용","지하","","","","","","","","","3.90","33.73","","","3.51","","","67.91","","","","","3200000-103-2014-00003","","","내국인","대한민국"
"3200000","103","1995","08059","단란주점","19950612","다래단란주점","서울특별시 관악구 봉천로53길 7 (봉천동)","서울특별시 관악구 봉천동  851번지 12호  ","76.24","  02 8763275  ","20020425","","19980624","행운동","20131230","자진폐업","영업부진","단란주점","0","0","1","1","0","20020417","비대상","상수도전용","지하","0","0","","","","","","","7.28","0.00","0.00","0.00","0.00","","8.32","60.64","0.00","0.00","","","3200000-103-1995-08059","","","내국인",""
"3200000","103","1996","08120","단란주점","19960326","열린마당","서울특별시 관악구 관악로 208 (봉천동)","서울특별시 관악구 봉천동  62번지 17호  ","140.08","  02 8750220  ","20051019","","19981026","행운동","","","","단란주점","","","","","","20051116","비대상","","지하","","","","","","","","","6.21","27.39","0.00","21.14","6.10","0.00","0.00","79.24","0.00","0.00","","","3200000-103-1996-08120","","","내국인",""
"3200000","103","2000","10321","단란주점","20000522","영상모스크바","서울특별시 관악구 남부순환로 1923 (봉천동)","서울특별시 관악구 봉천동  1686번지 14호  ","144.22","  02 8834930  ","20000522","","20000522","행운동","20200622","행정처분","사업등록폐업으로 인한 직권말소","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","8.91","32.15","0.00","16.77","2.64","0.00","0.00","83.75","0.00","0.00","","","3200000-103-2000-10321","","","내국인",""
"3200000","103","2006","00001","단란주점","20060308","음악여행 7080라이브","서울특별시 관악구 봉천로53길 5 지하1층 (봉천동)","서울특별시 관악구 봉천동  851번지 14호  ","55.64","  02882 8829  ","20200205","","20060308","행운동","","","","단란주점","0","0","1","1","3","","비대상","상수도전용","지하","0","0","","","","","","","4.99","0.00","0.00","0.00","0.00","4.00","0.00","50.65","0.00","0.00","","","3200000-103-2006-00001","","","내국인","대한민국"
"3200000","103","2006","00001","단란주점","20060308","음악여행 7080라이브","서울특별시 관악구 봉천로53길 5 지하1층 (봉천동)","서울특별시 관악구 봉천동  851번지 14호  ","55.64","  02882 8829  ","20190321","","20060308","행운동","","","","단란주점","0","0","1","1","3","","비대상","상수도전용","지하","0","0","","","","","","","4.99","0.00","0.00","0.00","0.00","4.00","0.00","50.65","0.00","0.00","","","3200000-103-2006-00001","","","내국인","대한민국"
"3200000","103","2006","00001","단란주점","20060308","음악여행 7080라이브","서울특별시 관악구 봉천로53길 5 지하1층 (봉천동)","서울특별시 관악구 봉천동  851번지 14호  ","55.64","  02882 8829  ","20110816","","20060308","행운동","","","","단란주점","0","0","1","1","3","20110905","비대상","상수도전용","지하","0","0","","","","","","","4.99","0.00","0.00","0.00","0.00","4.00","0.00","50.65","0.00","0.00","","","3200000-103-2006-00001","","","내국인","대한민국"
"3200000","103","2014","00001","단란주점","20140120","라이브지구촌7080","서울특별시 관악구 남부순환로 1827 (봉천동)","서울특별시 관악구 봉천동  858번지 7호  지하1층","101.08","02  859 5080  ","20181121","","20140120","행운동","","","","단란주점","","","1","1","3","","비대상","","지하","2","","","","","","","","6.84","0.00","0.00","11.59","2.94","0.00","0.00","79.71","","","","","3200000-103-2014-00001","","","내국인","대한민국"
"3200000","103","2014","00001","단란주점","20140120","라이브지구촌7080","서울특별시 관악구 남부순환로 1827 (봉천동)","서울특별시 관악구 봉천동  858번지 7호  지하1층","101.08","02  859 5080  ","20150330","","20140120","행운동","","","","단란주점","","","1","1","3","","비대상","","지하","2","","","","","","","","6.84","0.00","0.00","11.59","2.94","0.00","0.00","79.71","","","","","3200000-103-2014-00001","","","내국인","대한민국"
"3200000","103","2014","00001","단란주점","20140120","가을라이브","서울특별시 관악구 남부순환로 1827 (봉천동)","서울특별시 관악구 봉천동  858번지 7호  지하1층","101.08","02  859 5080  ","20181121","","20140120","행운동","","","","단란주점","","","1","1","3","","비대상","","지하","2","","","","","","","","6.84","0.00","0.00","11.59","2.94","0.00","0.00","79.71","","","","","3200000-103-2014-00001","","","내국인","대한민국"
"3200000","103","2014","00001","단란주점","20140120","가을라이브","서울특별시 관악구 남부순환로 1827 (봉천동)","서울특별시 관악구 봉천동  858번지 7호  지하1층","101.08","02  859 5080  ","20150330","","20140120","행운동","","","","단란주점","","","1","1","3","","비대상","","지하","2","","","","","","","","6.84","0.00","0.00","11.59","2.94","0.00","0.00","79.71","","","","","3200000-103-2014-00001","","","내국인","대한민국"
"3200000","103","2016","00002","단란주점","20160425","티나노래","서울특별시 관악구 봉천로 482 (봉천동)","서울특별시 관악구 봉천동  858번지 1호  ","","  02 8721213  ","20160608","","20160425","행운동","","","","단란주점","","","1","1","2","","비대상","","지하","","","","","","","","","1.10","17.86","","1.82","2.70","","","32.85","","","","","3200000-103-2016-00002","","","내국인","대한민국"
"3200000","103","1993","07881","단란주점","19931002","동아리","서울특별시 관악구 관악로 268 (봉천동)","서울특별시 관악구 봉천동  14번지 52호  ","121.90","","19970326","","19970326","청림동","20170602","행정처분","행정처분","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","8.51","35.60","0.00","3.53","2.07","0.00","0.00","72.19","0.00","0.00","","","3200000-103-1993-07881","","","내국인","대한민국"
"3200000","103","1995","08049","단란주점","19950404","이오단란주점","서울특별시 관악구 보라매로 2 (봉천동)","서울특별시 관악구 봉천동  971번지 4호  ","128.27","  02 8775827  ","19951024","","19951024","보라매동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","7.20","33.02","0.00","0.00","0.00","3.00","2.95","85.10","0.00","0.00","","","3200000-103-1995-08049","","","내국인","대한민국"
"3200000","103","2000","10056","단란주점","20000110","가얏고노래빠","서울특별시 관악구 보라매로 25 지하1층 (봉천동)","서울특별시 관악구 봉천동  731번지 1호  ","80.30","  02 8764831  ","20090702","","20000110","보라매동","20190327","자진폐업","","단란주점","","","","","","","비대상","","지하","","","","","","","","","9.57","32.69","0.00","0.00","0.00","5.50","3.25","34.79","0.00","0.00","","","3200000-103-2000-10056","","","내국인","대한민국"
"3200000","103","1994","07969","단란주점","19940331","7080 생라이브","서울특별시 관악구 난곡로 278 지하1층 (신림동)","서울특별시 관악구 신림동  1567번지 21호  ","59.34","010*******","20130501","","19940331","미성동","20140328","자진폐업","건물경매로인하여 폐업","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","5.04","0.00","0.00","0.00","0.00","2.00","0.00","54.30","0.00","0.00","","","3200000-103-1994-07969","","","내국인","대한민국"
"3200000","103","1996","08157","단란주점","19961101","주원7080매들리","서울특별시 관악구 남부순환로 1444 지하1층 (신림동)","서울특별시 관악구 신림동  1484번지 6호  ","139.32","","20170322","","19961101","미성동","","","","단란주점","","","1","1","","","비대상","","지하","","","","","","","","","11.05","0.00","0.00","17.79","2.00","0.00","0.00","108.48","0.00","0.00","","","3200000-103-1996-08157","","","내국인","대한민국"
"3200000","103","2000","07970","단란주점","20000419","여시노래노래","서울특별시 관악구 난곡로 240 (신림동지하1층)","서울특별시 관악구 신림동  587번지 38호  지하1층","140.56","  02 8523542  ","20161005","","20000419","미성동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","8.38","19.59","0.00","6.96","5.12","0.00","4.25","96.26","0.00","0.00","","","3200000-103-2000-07970","","","내국인","대한민국"
"3200000","103","2000","07970","단란주점","20000419","여시노래노래","서울특별시 관악구 난곡로 240 (신림동지하1층)","서울특별시 관악구 신림동  587번지 38호  지하1층","140.56","  02 8523542  ","20200703","","20000419","미성동","","","","단란주점","","","","","","","비대상","","지하","","","","","","","","","8.38","19.59","0.00","6.96","5.12","0.00","4.25","96.26","0.00","0.00","","","3200000-103-2000-07970","","","내국인","대한민국"
"3200000","103","2008","00005","단란주점","20080618","텍사스 라이브","서울특별시 관악구 남부순환로 1456 지상2층 (신림동)","서울특별시 관악구 신림동  1474번지 10호  ","","010*******","20140205","","20080618","미성동","","","","단란주점","2","2","","","","","비대상","","지상","","","","","","","","","11.35","0.00","","","5.31","","","121.86","","","","","3200000-103-2008-00005","","","내국인","대한민국"
"3200000","103","2013","00001","단란주점","20131121","힐링","서울특별시 관악구 난곡로 302 2층 (신림동)","서울특별시 관악구 신림동  1568번지 1호  ","","02   8224177  ","20170711","","20131121","미성동","","","","단란주점","2","2","","","3","","비대상","상수도전용","지상","","","","","","","","","5.74","","","","6.63","","","136.25","","","","","3200000-103-2013-00001","","","내국인","대한민국"
"3200000","103","2001","07898","단란주점","20010105","싱싱노래바","서울특별시 관악구 신림로 167 지하1층 (신림동)","서울특별시 관악구 신림동  403번지 23호  ","87.50","010*******","20130131","","19970121","삼성동","","","","단란주점","0","0","1","1","0","","비대상","상수도전용","지하","0","0","","","","","","","6.10","21.49","0.00","0.00","0.00","3.10","4.84","55.07","0.00","0.00","","","3200000-103-2001-07898","","","내국인","대한민국"
